Status,Progress,Duration (in seconds),Finished...4,ResponseId,ExternalReference,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,gender,education,employment,employed_job,ethnic,religion,religion_DO_1,religion_DO_2,religion_DO_3,religion_DO_4,religion_DO_5,religion_DO_6,income,governorate,emigrate_thoughts,emigrated,emigrate_country,immigrate_country,pol_ideo_1,pol_ideo_other_1,pol_ideo_other_2,pol_ideo_other_3,pol_ideo_other_4,pol_ideo_other_5,pol_ideo_other_6,pol_ideo_other_7,kais_direct,kais_rr,connections_self_1,connections_benefit_1,connections_meeting_1,vote_pres,party,entrep_pay_bribes_1,gov_pos_role,blame_crisis_1,blame_crisis_2,blame_crisis_3,blame_crisis_4,blame_crisis_5,blame_crisis_6,blame_crisis_7,blame_crisis_8,blame_crisis_9,traits1a,traits1b,country_surv,Create New Field or Choose From Dropdown...,traits2a,traits2b,traits3a,traits3b,traits4a,traits4b,Language,Finished...69,surveychannel,FL_36_DO_FL_37,FL_36_DO_FL_38,FL_36_DO_FL_56,FL_73_DO_FL_74,FL_73_DO_FL_75,FL_73_DO_FL_76,FL_78_DO_FL_79,FL_78_DO_FL_80,FL_78_DO_FL_81,FL_63_DO_saied_nonsensitive,FL_63_DO_saied_sensitive,FL_25_DO_PrimeControl,FL_25_DO_PrimePolitics,consent_agree
IP Address,100,95894,TRUE,R_1NrAP6SGLVsfJqd,R_2fq8aB5s8Jk6SR9,gl,FR,NA,NA,NA,NA,NA,Female,Postgraduate,Unemployed,NA,Arab,Atheist/Non-religious,4,1,2,6,3,5,2800 TND to 5500 TND,Tunis,Yes,Yes,Tunisia,France,40,80,87,88,96,34,34,33,Yes,NA,2,0,1,Yes,No,40,Somewhat disagree,3,2,1,5,7,4,6,8,9,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,53898,TRUE,R_24ph6OFMFSqhsn0,R_1GTH7oFSxzeRoWm,email,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Employed,Employee,Arab,Muslim,4,5,6,2,3,1,1400 TND to 2800 TND,Tunis,Yes,No,NA,NA,40,65,18,63,23,88,41,NA,NA,One of the two statements is true.,6,7,6,Yes,Yes,62,Strongly Agree,7,2,9,5,4,6,8,3,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,696,TRUE,R_2YW0bfRILbSuhFJ,R_2t37pkCbUM1697H,email,FR,NA,NA,NA,NA,NA,Female,Postgraduate,Employed,Employee,Arab,Muslim,6,2,1,4,3,5,500 TND to 1400 TND,Gabès,No,NA,NA,NA,NA,36,11,NA,14,14,NA,69,NA,One of the two statements is true.,8,8,5,Yes,No,46,Somewhat disagree,4,3,1,5,2,9,6,7,8,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,I agree
IP Address,100,663,TRUE,R_ZrRBhyFqJCjdvnH,R_2BfXrBKvx18eqZE,email,FR,NA,NA,NA,NA,NA,Male,University,Student,NA,Arab,Muslim,6,2,4,3,1,5,0 to 500 TND,Siliana,Yes,No,NA,NA,37,16,NA,NA,NA,NA,14,16,NA,One of the two statements is true.,NA,NA,4,No,No,NA,Strongly Agree,6,4,1,3,2,7,5,8,9,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,579,TRUE,R_3qfIUqAZNc8n2DF,R_3iEeFjGTyC1XyBE,gl,FR,NA,NA,NA,NA,NA,Female,University,Student,NA,Arab,Muslim,6,2,3,1,4,5,500 TND to 1400 TND,Le Kef,Yes,No,NA,NA,80,88,41,40,0,0,0,17,Yes,NA,1,0,0,No,No,7,Somewhat agree,4,3,7,2,5,9,8,6,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,690,TRUE,R_2rA3B2JcW2hqBnC,R_3rSuRmhoeQ8xn3c,email,FR,NA,NA,NA,NA,NA,Male,University,Employed,Employee,Arab,Muslim,2,4,3,5,1,6,2800 TND to 5500 TND,Jendouba,No,NA,NA,NA,NA,53,100,86,100,67,14,5,No,NA,NA,NA,1,Yes,No,NA,Somewhat disagree,1,5,7,6,2,9,8,3,4,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,724,TRUE,R_3rSWI64G34y77JK,R_bIBEwDNM2SX0cRb,gl,FR,NA,NA,NA,NA,NA,Male,University,Pensioner/retired/disabled,NA,Berber,Atheist/Non-religious,2,1,4,6,5,3,1400 TND to 2800 TND,Tunis,Yes,No,NA,NA,NA,100,NA,NA,100,NA,NA,NA,No,NA,NA,NA,NA,Yes,No,NA,Somewhat disagree,3,4,2,9,8,7,5,6,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,2367,TRUE,R_3EF59rJOGhhTj5T,R_31QRJrWL0RaWNGI,email,FR,NA,NA,NA,NA,NA,Female,Postgraduate,Employed,Employee,Arab,Muslim,2,4,1,5,3,6,2800 TND to 5500 TND,Sousse,Yes,Yes,South Korea,Argentina,36,38,59,NA,78,90,93,98,NA,Both statements are true OR neither is true.,3,2,3,Yes,No,9,Somewhat disagree,2,1,4,7,6,9,8,5,3,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,695,TRUE,R_1LkEDV9YntC3HfL,R_29bLWZMBXJf8ESq,gl,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Employed,Employee,Arab,Muslim,5,6,3,4,1,2,500 TND to 1400 TND,Tunis,No,NA,NA,NA,75,75,76,77,75,44,44,43,No,NA,1,1,1,No,No,NA,Somewhat agree,1,5,7,2,3,9,8,4,6,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,830,TRUE,R_YWbLnvEF14aINSF,R_3ltUqfSa77x9lYm,gl,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Employed,Employee,Arab,Muslim,2,3,1,6,5,4,Above 27000 TND,Kairouan,Yes,No,NA,NA,NA,60,76,39,97,88,17,8,NA,One of the two statements is true.,1,NA,8,No,No,NA,Somewhat disagree,4,2,6,1,7,8,9,3,5,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,287,TRUE,R_1f6JUlv4U3XdIsp,R_1mvZWkF4v0UlLac,email,FR,NA,NA,NA,NA,NA,Female,Secondary,Homemaker,NA,Berber,Muslim,1,6,4,5,2,3,0 to 500 TND,Béja,Yes,No,NA,NA,20,0,0,0,0,0,0,0,Yes,NA,1,1,2,Yes,No,10,Strongly disagree,4,3,8,6,1,9,7,5,2,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,I agree
IP Address,100,702,TRUE,R_11awKlAY6yNmdr3,R_WD7SC3SF5I8M0Kt,email,AR,NA,NA,NA,NA,NA,Male,University,Student,NA,Arab,Muslim,6,3,5,1,2,4,0 to 500 TND,Médenine,Yes,No,NA,NA,48,72,83,34,58,28,9,9,NA,Both statements are true OR neither is true.,NA,NA,0,No,No,51,Strongly Agree,2,4,8,6,5,9,3,7,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,AR,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,I agree
IP Address,100,817,TRUE,R_1d5j8Y3HjCqF2P6,R_2EoPW6GY60PVGbD,gl,FR,NA,NA,NA,NA,NA,Male,University,Other,NA,Arab,Muslim,3,6,4,5,2,1,13500 TND to 27000 TND,Sfax,No,NA,NA,NA,NA,84,NA,23,22,82,NA,25,Yes,NA,8,3,1,Yes,No,NA,Strongly disagree,3,2,1,6,7,5,4,9,8,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,566,TRUE,R_2e5zp8pU82d4t7S,R_2wNC5zbIuzWsG3D,gl,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Unemployed,NA,Arab,Muslim,4,3,5,2,1,6,500 TND to 1400 TND,Mannouba,No,NA,NA,NA,60,41,43,61,100,100,29,21,No,NA,4,2,3,Yes,No,36,Somewhat agree,6,2,8,4,5,9,7,3,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,1013,TRUE,R_1CpiMwRQ2XwpDJj,R_3lSuSGluQWWNLmu,email,FR,NA,NA,NA,NA,NA,Male,University,Pensioner/retired/disabled,NA,Arab,Muslim,5,1,3,4,2,6,2800 TND to 5500 TND,Mahdia,No,NA,NA,NA,NA,NA,83,100,100,NA,NA,99,No,NA,NA,NA,5,Yes,No,84,Somewhat agree,6,2,7,5,3,9,8,4,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,I agree
IP Address,100,1238,TRUE,R_eLovE4kDzd2oQE1,R_3RrRcP7zLlY1drW,email,FR,NA,NA,NA,NA,NA,Male,Secondary,Pensioner/retired/disabled,NA,Arab,Muslim,4,6,2,1,3,5,1400 TND to 2800 TND,Gafsa,No,NA,NA,NA,NA,68,36,34,0,33,NA,48,NA,Both statements are true OR neither is true.,3,0,1,Yes,No,NA,Strongly Agree,2,3,7,5,6,9,8,4,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,I agree
IP Address,100,1601,TRUE,R_roJ3RQhR7PqON7r,R_1digKnfC08Mtxqu,email,FR,NA,NA,NA,NA,NA,Male,Post secondary or equivalent,Other,NA,Arab,Muslim,4,1,3,6,5,2,1400 TND to 2800 TND,Monastir,No,NA,NA,NA,57,NA,17,0,0,82,79,28,NA,Both statements are true OR neither is true.,1,NA,7,No,No,NA,Somewhat agree,2,4,3,6,5,9,8,7,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,655,TRUE,R_qWKsuWYE9EBShqh,R_1jdf91s4zrn1Z3A,gl,FR,NA,NA,NA,NA,NA,Female,Post secondary or equivalent,Student,NA,Arab,Muslim,5,3,4,6,1,2,0 to 500 TND,Ben Arous,Yes,No,NA,NA,72,71,69,33,37,35,29,26,Yes,NA,5,5,2,Yes,No,44,Somewhat disagree,1,2,5,7,3,9,8,4,6,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,I agree
IP Address,100,173,TRUE,R_1IcJB1AVe7YMHJb,R_3RlOEUeLRKvaerU,email,FR,NA,NA,NA,NA,NA,Male,University,Homemaker,NA,Arab,Muslim,5,3,6,4,1,2,500 TND to 1400 TND,Tunis,Yes,No,NA,NA,53,57,60,45,43,78,77,83,Yes,NA,7,5,6,Yes,No,52,Somewhat disagree,2,4,3,5,6,7,8,9,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,1593,TRUE,R_3EfBLvluL2Ojrng,R_3EgpnmCVzePhLPa,gl,FR,NA,NA,NA,NA,NA,Male,University,Pensioner/retired/disabled,NA,Berber,Muslim,6,2,3,5,1,4,1400 TND to 2800 TND,Kairouan,No,NA,NA,NA,10,93,37,95,97,41,20,NA,NA,One of the two statements is true.,3,NA,NA,Yes,No,10,Somewhat disagree,2,4,5,7,6,9,8,3,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,I agree
IP Address,100,828,TRUE,R_2ZOCWYgsNZUCoK5,R_43l1BTJpIveFeJH,email,FR,NA,NA,NA,NA,NA,Female,Postgraduate,Homemaker,NA,Arab,Muslim,1,6,3,4,5,2,0 to 500 TND,Siliana,Yes,No,NA,NA,49,63,23,22,100,36,10,48,No,NA,4,0,0,Yes,No,51,Strongly disagree,4,6,7,3,2,9,8,5,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,631,TRUE,R_1mDEjncK98QqHiA,R_vCCNk5bC62ZBFAZ,gl,EN,NA,NA,NA,NA,NA,Female,Secondary,Homemaker,NA,Arab,Muslim,5,2,6,3,4,1,1400 TND to 2800 TND,Sousse,No,NA,NA,NA,30,18,23,41,NA,31,70,26,NA,One of the two statements is true.,3,1,0,Yes,No,NA,Strongly Agree,1,5,9,2,3,8,7,6,4,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,EN,1,whatsapp,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,39796,TRUE,R_3lzaFpeS6uzwp3W,R_xltluewMLFypJbH,gl,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Pensioner/retired/disabled,NA,Berber,Muslim,3,2,5,1,6,4,5500 TND to 13500 TND,Kairouan,No,NA,NA,NA,65,62,61,19,3,64,67,58,NA,Both statements are true OR neither is true.,3,2,10,Yes,No,0,Somewhat agree,3,4,5,6,8,7,9,2,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,I agree
IP Address,100,233,TRUE,R_2xzqGSuRNT2AcER,R_uxqtJRWihJVS7Zv,gl,FR,NA,NA,NA,NA,NA,Female,University,Pensioner/retired/disabled,NA,Arab,Atheist/Non-religious,1,4,5,6,2,3,1400 TND to 2800 TND,Monastir,Yes,Yes,Tunisia,Tunisia,NA,NA,NA,NA,NA,NA,NA,NA,NA,One of the two statements is true.,5,5,2,No,No,76,NA,1,4,2,8,7,6,3,5,9,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,798,TRUE,R_DRW99vc1VPF9Ll7,R_302KDLNMP5cM669,email,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Employed,Employee,Arab,Muslim,2,4,5,6,1,3,2800 TND to 5500 TND,Ariana,Yes,No,NA,NA,38,35,NA,5,69,26,22,NA,NA,One of the two statements is true.,NA,NA,4,Yes,No,29,Somewhat agree,1,3,8,4,7,9,6,2,5,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,1467,TRUE,R_1jrLCJtNRKKIyd1,R_3dYRGeiI3QeAcEC,gl,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Employed,Employee,Arab,Muslim,3,2,5,1,6,4,2800 TND to 5500 TND,Sfax,Yes,No,NA,NA,70,92,66,10,10,50,0,50,NA,Both statements are true OR neither is true.,7,7,7,Yes,No,2,Somewhat agree,2,1,6,5,4,9,7,8,3,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,1246,TRUE,R_31hZiIdHZk9VQW9,R_27lLCnaA1NAslCL,gl,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Other,NA,Berber,Muslim,1,4,2,6,3,5,1400 TND to 2800 TND,Mannouba,No,NA,NA,NA,52,51,55,53,NA,0,9,1,NA,Both statements are true OR neither is true.,4,2,2,Yes,No,13,Strongly disagree,1,4,3,5,2,8,7,6,9,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,736,TRUE,R_eWMozOJiS60b1Bv,R_poqWnfbjmhZ9bsB,gl,FR,NA,NA,NA,NA,NA,Female,University,Unemployed,NA,Arab,Muslim,2,3,5,6,4,1,2800 TND to 5500 TND,Zaghouan,Yes,Yes,Italy,Italy,32,92,88,97,100,99,36,77,No,NA,7,NA,6,Yes,Yes,17,Strongly disagree,8,2,7,3,4,6,5,9,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,823,TRUE,R_3QMoOS9mLMWE9rn,R_3m2bsTkEqmGRnBt,gl,FR,NA,NA,NA,NA,NA,Female,Postgraduate,Other,NA,Berber,Muslim,5,1,2,4,3,6,13500 TND to 27000 TND,Ben Arous,Yes,No,NA,NA,27,70,NA,NA,99,16,NA,25,No,NA,NA,NA,2,Yes,No,5,Somewhat agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,345,TRUE,R_122OoVCtMjUGkBl,R_b4lqJFLt4cw03yV,email,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Other,NA,Arab,Muslim,6,3,2,5,1,4,13500 TND to 27000 TND,Tunis,NA,NA,NA,NA,29,NA,NA,NA,100,41,18,33,No,NA,NA,NA,5,Yes,No,11,Strongly Agree,2,4,5,3,6,7,9,8,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,I agree
IP Address,100,1604,TRUE,R_8dX86uYvV0wctDX,R_1IrUP8bCxj5kXp8,gl,FR,NA,NA,NA,NA,NA,Female,Postgraduate,Pensioner/retired/disabled,NA,Arab,Muslim,4,2,1,6,3,5,1400 TND to 2800 TND,Sfax,No,NA,NA,NA,31,73,85,29,90,89,29,29,NA,Both statements are true OR neither is true.,4,4,9,Yes,No,14,Somewhat disagree,2,3,8,7,6,9,5,4,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,I agree
IP Address,100,843,TRUE,R_zYa2IvmZuqQ19qp,R_3kBZ5sNhUkhhVoR,gl,FR,NA,NA,NA,NA,NA,Female,Postgraduate,Employed,Employee,Arab,Muslim,4,1,5,6,3,2,1400 TND to 2800 TND,Tunis,Yes,No,NA,NA,81,NA,0,100,100,0,0,NA,No,NA,NA,NA,NA,Yes,No,NA,Somewhat disagree,3,2,6,7,5,9,8,4,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,1313,TRUE,R_1dgfuEAwi8Po9AF,R_2rC7g0fvlEeBqC2,gl,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Pensioner/retired/disabled,NA,Berber,Muslim,6,3,5,2,1,4,2800 TND to 5500 TND,Médenine,No,NA,NA,NA,65,82,100,83,72,53,53,74,NA,One of the two statements is true.,4,3,4,Yes,No,100,Somewhat agree,3,1,6,7,4,9,8,2,5,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,1187,TRUE,R_3n2UyO7le3YvcU7,R_1jTkOn2K226E60y,email,FR,NA,NA,NA,NA,NA,Female,University,Homemaker,NA,Berber,Muslim,4,5,6,2,1,3,0 to 500 TND,Sidi Bouzid,Yes,No,NA,NA,0,0,0,0,0,0,0,0,NA,Both statements are true OR neither is true.,NA,NA,NA,Yes,No,NA,Strongly disagree,3,1,6,4,5,9,8,7,2,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,1122,TRUE,R_2Vs9BbCOhEowWSw,R_6S5NPSminY9nPLX,email,AR,NA,NA,NA,NA,NA,Male,University,Employed,Employee,Arab,Muslim,4,1,5,6,3,2,500 TND to 1400 TND,Ariana,Yes,No,NA,NA,60,90,80,30,40,89,9,NA,NA,One of the two statements is true.,NA,NA,1,Yes,No,5,Strongly disagree,5,2,1,4,3,8,6,7,9,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,AR,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,I agree
IP Address,100,950,TRUE,R_2agZD98jVnjjjnQ,R_1imSSfaEa69ULcs,gl,FR,NA,NA,NA,NA,NA,Female,Postgraduate,Pensioner/retired/disabled,NA,Arab,Muslim,4,5,2,1,3,6,5500 TND to 13500 TND,Ariana,Yes,No,NA,NA,18,90,96,NA,91,96,1,13,NA,One of the two statements is true.,1,0,1,Yes,No,7,Somewhat disagree,4,3,7,6,8,5,9,2,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,3100,TRUE,R_3irSHaNJ9IKKWyx,R_bw0d4eloUMXwx9v,gl,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Unemployed,NA,Arab,Muslim,1,4,2,3,5,6,0 to 500 TND,Sousse,Yes,No,NA,NA,40,NA,80,59,100,64,27,62,No,NA,0,NA,1,Yes,No,20,Strongly disagree,4,6,9,1,7,3,2,5,8,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,2077,TRUE,R_T0nV0Zjf2FJ3yXn,R_22G5Nj1OQjFbXva,gl,FR,NA,NA,NA,NA,NA,Male,University,Employed,Employee,Arab,Muslim,6,4,1,3,5,2,2800 TND to 5500 TND,Ariana,Yes,No,NA,NA,62,35,14,0,0,51,25,26,NA,One of the two statements is true.,6,3,5,Yes,No,44,Somewhat agree,5,2,1,4,8,6,3,7,9,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,4382,TRUE,R_3PLvc4P60R2ZxnT,R_tM5UUcQ6JmFLKtH,gl,FR,NA,NA,NA,NA,NA,Male,Post secondary or equivalent,Employed,Employee,Arab,Muslim,2,6,1,5,4,3,1400 TND to 2800 TND,Nabeul,Yes,No,NA,NA,50,50,32,40,76,NA,80,NA,NA,NA,NA,NA,NA,Yes,No,NA,Strongly Agree,1,3,9,4,6,5,8,7,2,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,I agree
IP Address,100,2661,TRUE,R_vr7WyRTwUH13MWt,R_2Cy0M4FX4ZhZpFf,gl,FR,NA,NA,NA,NA,NA,Male,University,Pensioner/retired/disabled,NA,NA,Muslim,2,1,5,4,3,6,500 TND to 1400 TND,Bizerte,No,NA,NA,NA,40,40,30,60,90,76,30,40,No,NA,3,1,1,Yes,No,3,Strongly disagree,4,5,6,7,2,8,9,3,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,444,TRUE,R_1IlRTytOvEqx0wv,R_O85BtbaWJZbiqGJ,gl,FR,NA,NA,NA,NA,NA,Female,Postgraduate,Other,NA,Berber,Muslim,3,2,4,1,5,6,5500 TND to 13500 TND,Tunis,Yes,No,NA,NA,NA,40,30,4,0,3,30,30,No,NA,2,NA,3,Yes,No,10,Somewhat disagree,7,4,6,8,9,3,5,1,2,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,928,TRUE,R_2tlFEjSjTc0Ucbb,R_26liObATQRVL77m,email,FR,NA,NA,NA,NA,NA,Male,Post secondary or equivalent,Employed,Employee,Arab,Muslim,6,5,4,3,1,2,1400 TND to 2800 TND,Mannouba,Yes,No,NA,NA,57,80,24,32,0,9,4,20,NA,One of the two statements is true.,2,2,2,Yes,No,10,Somewhat disagree,3,2,8,5,6,9,7,1,4,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,I agree
IP Address,100,720,TRUE,R_2attPLl1MPcL4Mf,R_3nveCIzTCiE2TxB,email,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Employed,Employee,Berber,Muslim,1,5,6,2,3,4,5500 TND to 13500 TND,Tunis,Yes,No,NA,NA,9,100,100,NA,100,100,NA,10,Yes,NA,0,NA,NA,Yes,No,0,Strongly disagree,5,3,2,6,7,9,8,4,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,1091,TRUE,R_3JF2Vg1pyIxK6qm,R_1d62lerTlUQreww,gl,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Pensioner/retired/disabled,NA,Arab,Atheist/Non-religious,6,2,4,5,3,1,500 TND to 1400 TND,Kebili,No,NA,NA,NA,69,71,37,24,100,78,3,3,No,NA,0,NA,1,No,No,0,Somewhat disagree,1,6,8,3,4,5,9,7,2,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,978,TRUE,R_1H5zgle2PTwv8Hw,R_7W1ZUd3KEmmGrQJ,email,FR,NA,NA,NA,NA,NA,Male,University,Other,NA,Berber,Muslim,3,5,6,1,4,2,2800 TND to 5500 TND,Ben Arous,No,NA,NA,NA,12,52,60,NA,100,15,25,15,No,NA,6,1,7,Yes,No,17,Somewhat agree,3,2,9,5,6,7,8,4,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,I agree
